Combination,Combination ID,Run,Generation,Fitness
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,2,1.2265700000000002
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,3,1.2847600000000001
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,4,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,5,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,6,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,7,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,8,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,9,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,10,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,11,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,12,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,13,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,14,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,15,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,16,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,17,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,18,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,19,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,20,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,21,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,22,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,23,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,24,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,25,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,26,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,27,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,28,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,29,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,30,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,31,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,32,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,33,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,34,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,35,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,36,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,37,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,38,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,39,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,40,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,41,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,42,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,43,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,44,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,45,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,46,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,47,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,48,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,49,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,4,50,1.36504
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,1,1.27804
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,2,1.27804
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,3,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,4,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,5,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,6,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,7,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,8,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,9,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,10,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,11,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,12,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,13,1.30604
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,14,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,15,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,16,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,17,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,18,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,19,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,20,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,21,1.31738
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,22,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,23,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,24,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,25,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,26,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,27,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,28,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,29,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,30,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,31,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,32,1.35038
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,33,1.35467
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,34,1.35467
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,35,1.35467
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,36,1.35467
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,37,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,38,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,39,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,40,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,41,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,42,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,43,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,44,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,45,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,46,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,47,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,48,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,49,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,5,50,1.37276
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,1,1.22929
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,2,1.22929
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,3,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,4,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,5,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,6,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,7,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,8,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,9,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,10,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,11,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,12,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,13,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,14,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,15,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,16,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,17,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,18,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,19,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,20,1.35562
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,21,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,22,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,23,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,24,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,25,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,26,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,27,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,28,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,29,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,30,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,31,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,32,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,33,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,34,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,35,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,36,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,37,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,38,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,39,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,40,1.36862
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,41,1.4160399999999997
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,42,1.4160399999999997
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,43,1.4160399999999997
"('block_rotation_mutation', 'cyclic_crossover', 'tournament_selection')",BCT,6,44,1.4160399999999997
