Elitism,Run,Generation,Fitness
True,2,16,1.55924
True,2,17,1.55924
True,2,18,1.5739999999999998
True,2,19,1.58067
True,2,20,1.6011399999999998
True,2,21,1.6011399999999998
True,2,22,1.60853
True,2,23,1.6311399999999998
True,2,24,1.6311399999999998
True,2,25,1.6311399999999998
True,2,26,1.64067
True,2,27,1.6449600000000002
True,2,28,1.6449600000000002
True,2,29,1.6449600000000002
True,2,30,1.6471
True,2,31,1.65853
True,2,32,1.65853
True,2,33,1.65853
True,2,34,1.65853
True,2,35,1.65853
True,2,36,1.65853
True,2,37,1.65853
True,2,38,1.65853
True,2,39,1.65853
True,2,40,1.65853
True,2,41,1.65853
True,2,42,1.65853
True,2,43,1.65853
True,2,44,1.65853
True,2,45,1.65853
True,2,46,1.65853
True,2,47,1.65853
True,2,48,1.7004299999999999
True,2,49,1.7004299999999999
True,2,50,1.7004299999999999
True,2,51,1.7004299999999999
True,2,52,1.7004299999999999
True,2,53,1.7004299999999999
True,2,54,1.7004299999999999
True,2,55,1.7004299999999999
True,2,56,1.7004299999999999
True,2,57,1.7004299999999999
True,2,58,1.7004299999999999
True,2,59,1.7004299999999999
True,2,60,1.7004299999999999
True,2,61,1.7004299999999999
True,2,62,1.7004299999999999
True,2,63,1.7004299999999999
True,2,64,1.7004299999999999
True,2,65,1.7004299999999999
True,2,66,1.7004299999999999
True,2,67,1.7004299999999999
True,2,68,1.7004299999999999
True,2,69,1.7004299999999999
True,2,70,1.72486
True,2,71,1.72486
True,2,72,1.72486
True,2,73,1.72486
True,2,74,1.72486
True,2,75,1.72486
True,2,76,1.72486
True,2,77,1.72486
True,2,78,1.72486
True,2,79,1.72486
True,2,80,1.72486
True,2,81,1.72486
True,2,82,1.72486
True,2,83,1.72486
True,2,84,1.72486
True,2,85,1.72486
True,2,86,1.72486
True,2,87,1.72486
True,2,88,1.72486
True,2,89,1.72486
True,2,90,1.72486
True,2,91,1.72486
True,2,92,1.72486
True,2,93,1.72486
True,2,94,1.72486
True,2,95,1.72486
True,2,96,1.72486
True,2,97,1.72486
True,2,98,1.72486
True,2,99,1.72486
True,2,100,1.72486
True,3,1,1.23733
True,3,2,1.2771000000000001
True,3,3,1.29271
True,3,4,1.31314
True,3,5,1.31314
True,3,6,1.3155700000000001
True,3,7,1.39581
True,3,8,1.4267599999999998
True,3,9,1.45771
True,3,10,1.45771
True,3,11,1.5177100000000001
True,3,12,1.5348600000000001
True,3,13,1.5348600000000001
True,3,14,1.5348600000000001
True,3,15,1.5443799999999999
True,3,16,1.5755700000000001
True,3,17,1.58462
True,3,18,1.58462
True,3,19,1.6172399999999998
True,3,20,1.6172399999999998
True,3,21,1.6172399999999998
True,3,22,1.62153
True,3,23,1.62153
True,3,24,1.62153
True,3,25,1.62153
True,3,26,1.62153
True,3,27,1.62153
True,3,28,1.62153
True,3,29,1.62581
True,3,30,1.62581
True,3,31,1.6684299999999999
True,3,32,1.6684299999999999
True,3,33,1.6684299999999999
True,3,34,1.6684299999999999
True,3,35,1.67843
True,3,36,1.67843
True,3,37,1.67843
True,3,38,1.67843
True,3,39,1.67843
True,3,40,1.67843
True,3,41,1.67843
True,3,42,1.67843
True,3,43,1.67843
True,3,44,1.67843
True,3,45,1.67843
True,3,46,1.67843
True,3,47,1.67843
True,3,48,1.67843
True,3,49,1.67843
True,3,50,1.68771
True,3,51,1.68771
True,3,52,1.68771
True,3,53,1.68771
True,3,54,1.68771
True,3,55,1.68771
True,3,56,1.68771
True,3,57,1.68771
True,3,58,1.68771
True,3,59,1.68771
True,3,60,1.68771
True,3,61,1.68771
True,3,62,1.68771
True,3,63,1.68771
True,3,64,1.71271
True,3,65,1.71271
True,3,66,1.71271
True,3,67,1.71271
True,3,68,1.71271
True,3,69,1.71271
True,3,70,1.71271
True,3,71,1.71271
True,3,72,1.71271
True,3,73,1.71271
True,3,74,1.71271
True,3,75,1.71271
True,3,76,1.71271
True,3,77,1.71271
True,3,78,1.71271
True,3,79,1.71271
True,3,80,1.71271
True,3,81,1.71271
True,3,82,1.71271
True,3,83,1.73129
True,3,84,1.73129
True,3,85,1.73129
True,3,86,1.73129
True,3,87,1.73129
True,3,88,1.73129
True,3,89,1.73129
True,3,90,1.73129
True,3,91,1.73129
True,3,92,1.73129
True,3,93,1.73129
True,3,94,1.73129
True,3,95,1.73129
True,3,96,1.73129
True,3,97,1.73129
True,3,98,1.73129
True,3,99,1.73129
True,3,100,1.73129
True,4,1,1.2462400000000002
True,4,2,1.26114
True,4,3,1.3214700000000001
True,4,4,1.3214700000000001
True,4,5,1.3762400000000001
True,4,6,1.3762400000000001
True,4,7,1.3762400000000001
True,4,8,1.3762400000000001
True,4,9,1.3762400000000001
True,4,10,1.3762400000000001
True,4,11,1.38457
True,4,12,1.38457
True,4,13,1.3920400000000002
True,4,14,1.4013300000000002
True,4,15,1.4275300000000002
True,4,16,1.4475300000000002
True,4,17,1.47181
True,4,18,1.47181
True,4,19,1.4923800000000003
True,4,20,1.5071400000000001
True,4,21,1.5071400000000001
True,4,22,1.5071400000000001
True,4,23,1.5071400000000001
True,4,24,1.5071400000000001
True,4,25,1.5071400000000001
True,4,26,1.5071400000000001
True,4,27,1.5145300000000002
True,4,28,1.5145300000000002
True,4,29,1.5157100000000001
True,4,30,1.5157100000000001
True,4,31,1.56262
True,4,32,1.56262
True,4,33,1.56262
True,4,34,1.56262
True,4,35,1.56262
True,4,36,1.56262
True,4,37,1.56262
True,4,38,1.56262
True,4,39,1.56262
True,4,40,1.5740399999999999
True,4,41,1.60462
True,4,42,1.60462
True,4,43,1.60462
True,4,44,1.60462
True,4,45,1.62129
True,4,46,1.62129
True,4,47,1.62129
True,4,48,1.62129
True,4,49,1.62129
True,4,50,1.62129
True,4,51,1.62129
True,4,52,1.62129
True,4,53,1.6339
True,4,54,1.65747
True,4,55,1.65747
True,4,56,1.65747
True,4,57,1.6589
True,4,58,1.6589
True,4,59,1.67367
True,4,60,1.67367
True,4,61,1.67367
True,4,62,1.67367
True,4,63,1.67367
True,4,64,1.6815300000000002
True,4,65,1.6815300000000002
True,4,66,1.6815300000000002
True,4,67,1.6815300000000002
True,4,68,1.6986700000000001
True,4,69,1.6986700000000001
True,4,70,1.6986700000000001
True,4,71,1.6986700000000001
True,4,72,1.6986700000000001
True,4,73,1.6986700000000001
True,4,74,1.6986700000000001
True,4,75,1.6986700000000001
True,4,76,1.6986700000000001
True,4,77,1.6986700000000001
True,4,78,1.6986700000000001
True,4,79,1.6986700000000001
True,4,80,1.6986700000000001
True,4,81,1.6986700000000001
True,4,82,1.6986700000000001
True,4,83,1.6986700000000001
True,4,84,1.6986700000000001
True,4,85,1.6986700000000001
True,4,86,1.6986700000000001
True,4,87,1.6986700000000001
True,4,88,1.6986700000000001
True,4,89,1.6986700000000001
True,4,90,1.6986700000000001
True,4,91,1.6986700000000001
True,4,92,1.6986700000000001
True,4,93,1.6986700000000001
True,4,94,1.6986700000000001
True,4,95,1.6986700000000001
True,4,96,1.6986700000000001
True,4,97,1.6986700000000001
True,4,98,1.6986700000000001
True,4,99,1.6986700000000001
True,4,100,1.6986700000000001
True,5,1,1.22919
True,5,2,1.2304300000000001
True,5,3,1.3308600000000002
True,5,4,1.3308600000000002
True,5,5,1.41133
True,5,6,1.44633
True,5,7,1.44633
True,5,8,1.44633
True,5,9,1.44633
True,5,10,1.49753
True,5,11,1.49753
True,5,12,1.49753
True,5,13,1.49967
True,5,14,1.50096
True,5,15,1.54357
True,5,16,1.54357
True,5,17,1.5508600000000001
True,5,18,1.57476
True,5,19,1.58204
True,5,20,1.58204
True,5,21,1.58204
True,5,22,1.6238099999999998
True,5,23,1.6311
True,5,24,1.6311
True,5,25,1.6311
True,5,26,1.6311
True,5,27,1.6311
True,5,28,1.6311
True,5,29,1.6311
True,5,30,1.6311
True,5,31,1.6311
True,5,32,1.6311
True,5,33,1.6311
True,5,34,1.6311
True,5,35,1.6311
True,5,36,1.6644299999999999
True,5,37,1.6644299999999999
True,5,38,1.6644299999999999
True,5,39,1.6644299999999999
True,5,40,1.6644299999999999
True,5,41,1.6644299999999999
True,5,42,1.6644299999999999
True,5,43,1.6644299999999999
True,5,44,1.6644299999999999
True,5,45,1.6644299999999999
True,5,46,1.6644299999999999
True,5,47,1.6644299999999999
True,5,48,1.6644299999999999
True,5,49,1.6644299999999999
True,5,50,1.6644299999999999
True,5,51,1.6644299999999999
True,5,52,1.6644299999999999
True,5,53,1.6644299999999999
True,5,54,1.6644299999999999
True,5,55,1.6644299999999999
True,5,56,1.6644299999999999
True,5,57,1.6644299999999999
True,5,58,1.6644299999999999
True,5,59,1.6644299999999999
True,5,60,1.6644299999999999
True,5,61,1.6644299999999999
True,5,62,1.6644299999999999
True,5,63,1.6644299999999999
True,5,64,1.6644299999999999
True,5,65,1.6644299999999999
True,5,66,1.6644299999999999
True,5,67,1.6644299999999999
True,5,68,1.6644299999999999
True,5,69,1.6644299999999999
True,5,70,1.69657
True,5,71,1.69657
True,5,72,1.69657
True,5,73,1.69657
True,5,74,1.69657
True,5,75,1.69657
True,5,76,1.69657
True,5,77,1.69657
True,5,78,1.69657
True,5,79,1.69657
True,5,80,1.69657
True,5,81,1.69657
True,5,82,1.69657
True,5,83,1.69657
True,5,84,1.69657
True,5,85,1.69657
True,5,86,1.69657
True,5,87,1.69657
True,5,88,1.69657
True,5,89,1.69657
True,5,90,1.69657
True,5,91,1.70729
True,5,92,1.70729
True,5,93,1.73657
True,5,94,1.73657
True,5,95,1.73657
True,5,96,1.73657
True,5,97,1.73657
True,5,98,1.73657
True,5,99,1.74657
True,5,100,1.74657
True,6,1,1.2199000000000002
True,6,2,1.25114
True,6,3,1.2845700000000002
True,6,4,1.2845700000000002
True,6,5,1.30371
True,6,6,1.3249
True,6,7,1.33247
True,6,8,1.3509
True,6,9,1.39057
True,6,10,1.4234300000000002
True,6,11,1.4234300000000002
True,6,12,1.4234300000000002
True,6,13,1.4301400000000002
True,6,14,1.45486
True,6,15,1.45486
True,6,16,1.45486
True,6,17,1.5358100000000001
True,6,18,1.5358100000000001
True,6,19,1.5358100000000001
True,6,20,1.61071
True,6,21,1.6118099999999997
True,6,22,1.6118099999999997
True,6,23,1.6118099999999997
True,6,24,1.62943
True,6,25,1.62943
True,6,26,1.62943
True,6,27,1.63514
True,6,28,1.63514
True,6,29,1.63514
True,6,30,1.663
True,6,31,1.68586
True,6,32,1.70371
True,6,33,1.70371
True,6,34,1.70371
True,6,35,1.70371
True,6,36,1.71267
True,6,37,1.71267
True,6,38,1.71267
True,6,39,1.71267
True,6,40,1.71267
True,6,41,1.71624
True,6,42,1.71624
True,6,43,1.71624
True,6,44,1.71624
True,6,45,1.7169599999999998
True,6,46,1.7169599999999998
True,6,47,1.7276699999999998
True,6,48,1.73124
True,6,49,1.73124
True,6,50,1.73124
True,6,51,1.73124
True,6,52,1.73124
True,6,53,1.73124
True,6,54,1.73124
True,6,55,1.73124
True,6,56,1.7390999999999999
True,6,57,1.7390999999999999
True,6,58,1.75957
True,6,59,1.75957
True,6,60,1.75957
True,6,61,1.75957
True,6,62,1.75957
True,6,63,1.75957
True,6,64,1.75957
True,6,65,1.75957
True,6,66,1.75957
True,6,67,1.75957
True,6,68,1.75957
True,6,69,1.75957
True,6,70,1.75957
True,6,71,1.75957
True,6,72,1.76743
True,6,73,1.76743
True,6,74,1.76743
True,6,75,1.77243
True,6,76,1.77243
True,6,77,1.77243
True,6,78,1.77243
True,6,79,1.77243
True,6,80,1.77243
True,6,81,1.77243
True,6,82,1.77243
True,6,83,1.77243
True,6,84,1.78386
True,6,85,1.78386
True,6,86,1.78386
True,6,87,1.78386
True,6,88,1.78386
True,6,89,1.78386
True,6,90,1.78386
True,6,91,1.78386
True,6,92,1.78386
True,6,93,1.78386
True,6,94,1.78386
True,6,95,1.78386
True,6,96,1.78386
True,6,97,1.78386
True,6,98,1.78386
True,6,99,1.78386
True,6,100,1.78386
True,7,1,1.23433
True,7,2,1.23433
True,7,3,1.2699
True,7,4,1.2939600000000002
True,7,5,1.3456700000000001
True,7,6,1.3456700000000001
True,7,7,1.366
True,7,8,1.37362
True,7,9,1.39904
True,7,10,1.4438600000000001
True,7,11,1.45533
True,7,12,1.48438
True,7,13,1.5106199999999999
True,7,14,1.5106199999999999
True,7,15,1.5106199999999999
True,7,16,1.56747
True,7,17,1.56747
True,7,18,1.56747
True,7,19,1.56747
True,7,20,1.56747
True,7,21,1.57614
True,7,22,1.59304
True,7,23,1.59304
True,7,24,1.59304
True,7,25,1.60233
True,7,26,1.60233
True,7,27,1.62638
True,7,28,1.62662
True,7,29,1.64353
True,7,30,1.6770999999999998
True,7,31,1.71043
True,7,32,1.71043
True,7,33,1.71043
True,7,34,1.71043
True,7,35,1.71043
True,7,36,1.71043
True,7,37,1.71043
True,7,38,1.71043
True,7,39,1.71043
True,7,40,1.71043
True,7,41,1.71043
True,7,42,1.71043
True,7,43,1.71043
True,7,44,1.71043
True,7,45,1.72757
True,7,46,1.72757
True,7,47,1.72757
True,7,48,1.72757
True,7,49,1.72757
True,7,50,1.72757
True,7,51,1.72757
True,7,52,1.72757
True,7,53,1.72757
True,7,54,1.72757
True,7,55,1.72757
True,7,56,1.72757
True,7,57,1.72757
True,7,58,1.72757
True,7,59,1.72757
True,7,60,1.72757
True,7,61,1.72757
True,7,62,1.72757
True,7,63,1.72757
True,7,64,1.72757
True,7,65,1.72757
True,7,66,1.72757
True,7,67,1.72757
True,7,68,1.72757
True,7,69,1.72757
True,7,70,1.72757
True,7,71,1.72757
True,7,72,1.72757
True,7,73,1.72757
True,7,74,1.72757
True,7,75,1.72757
True,7,76,1.72757
True,7,77,1.72757
True,7,78,1.72757
True,7,79,1.72757
True,7,80,1.72757
True,7,81,1.72757
True,7,82,1.72757
True,7,83,1.72757
True,7,84,1.72757
True,7,85,1.72757
True,7,86,1.72757
True,7,87,1.72757
True,7,88,1.72757
True,7,89,1.72757
True,7,90,1.72757
True,7,91,1.72757
True,7,92,1.72757
True,7,93,1.72757
True,7,94,1.72757
True,7,95,1.72757
True,7,96,1.76114
True,7,97,1.76114
True,7,98,1.76114
True,7,99,1.76114
True,7,100,1.76114
True,8,1,1.2420999999999998
True,8,2,1.2420999999999998
True,8,3,1.25971
True,8,4,1.3088600000000001
True,8,5,1.3392400000000002
True,8,6,1.36471
True,8,7,1.39543
True,8,8,1.42347
True,8,9,1.42347
True,8,10,1.43357
True,8,11,1.4565299999999999
True,8,12,1.47871
True,8,13,1.503
True,8,14,1.503
True,8,15,1.503
True,8,16,1.53633
True,8,17,1.53633
True,8,18,1.5449
True,8,19,1.5449
True,8,20,1.5449
True,8,21,1.5449
True,8,22,1.54753
True,8,23,1.54753
True,8,24,1.54753
True,8,25,1.54753
True,8,26,1.54753
True,8,27,1.55038
True,8,28,1.55038
True,8,29,1.55038
True,8,30,1.55038
True,8,31,1.55038
True,8,32,1.5625300000000002
True,8,33,1.5625300000000002
True,8,34,1.5625300000000002
True,8,35,1.5653800000000002
True,8,36,1.5653800000000002
True,8,37,1.57396
True,8,38,1.57396
True,8,39,1.57562
True,8,40,1.57562
True,8,41,1.57562
True,8,42,1.57562
True,8,43,1.57562
True,8,44,1.57562
True,8,45,1.57562
True,8,46,1.57562
True,8,47,1.57562
True,8,48,1.57562
True,8,49,1.57562
True,8,50,1.57562
True,8,51,1.57562
True,8,52,1.59419
True,8,53,1.59419
True,8,54,1.59419
True,8,55,1.59419
True,8,56,1.59419
True,8,57,1.59419
True,8,58,1.59419
True,8,59,1.59419
True,8,60,1.59419
True,8,61,1.63253
True,8,62,1.63253
True,8,63,1.63253
True,8,64,1.63253
True,8,65,1.63253
True,8,66,1.63253
True,8,67,1.6332400000000002
True,8,68,1.6332400000000002
True,8,69,1.65253
True,8,70,1.65253
True,8,71,1.65253
True,8,72,1.65253
True,8,73,1.65253
True,8,74,1.65253
True,8,75,1.65253
True,8,76,1.65253
True,8,77,1.65253
True,8,78,1.65253
True,8,79,1.65253
True,8,80,1.65253
True,8,81,1.65253
True,8,82,1.65253
True,8,83,1.65253
True,8,84,1.65253
True,8,85,1.65253
True,8,86,1.65253
True,8,87,1.65253
True,8,88,1.65253
True,8,89,1.65253
True,8,90,1.65253
True,8,91,1.65253
True,8,92,1.66181
True,8,93,1.68943
True,8,94,1.68943
True,8,95,1.68943
True,8,96,1.68943
True,8,97,1.68943
True,8,98,1.68943
True,8,99,1.68943
True,8,100,1.68943
True,9,1,1.29229
True,9,2,1.29229
True,9,3,1.3134700000000001
True,9,4,1.3134700000000001
True,9,5,1.33086
True,9,6,1.38419
True,9,7,1.38419
True,9,8,1.4653800000000001
True,9,9,1.4746700000000001
True,9,10,1.4746700000000001
True,9,11,1.4746700000000001
True,9,12,1.5444299999999997
True,9,13,1.5679999999999998
True,9,14,1.5679999999999998
True,9,15,1.5679999999999998
True,9,16,1.5701399999999999
True,9,17,1.5701399999999999
True,9,18,1.58133
True,9,19,1.60704
True,9,20,1.60704
True,9,21,1.60704
True,9,22,1.60704
True,9,23,1.61276
True,9,24,1.61276
True,9,25,1.61276
True,9,26,1.61276
True,9,27,1.61276
True,9,28,1.61276
True,9,29,1.61276
True,9,30,1.61276
True,9,31,1.61276
True,9,32,1.61276
True,9,33,1.61276
True,9,34,1.61276
True,9,35,1.61276
True,9,36,1.64181
True,9,37,1.64181
True,9,38,1.64181
True,9,39,1.6475300000000002
True,9,40,1.6499
True,9,41,1.6499
True,9,42,1.6499
True,9,43,1.6499
True,9,44,1.67253
True,9,45,1.67253
True,9,46,1.67253
True,9,47,1.67253
True,9,48,1.67253
True,9,49,1.67253
True,9,50,1.67253
True,9,51,1.67253
True,9,52,1.71181
True,9,53,1.71181
True,9,54,1.71181
True,9,55,1.72086
True,9,56,1.72086
True,9,57,1.73729
True,9,58,1.74229
True,9,59,1.74229
True,9,60,1.753
True,9,61,1.753
True,9,62,1.77229
True,9,63,1.77229
True,9,64,1.77229
True,9,65,1.77229
True,9,66,1.77229
True,9,67,1.783
True,9,68,1.783
True,9,69,1.79257
True,9,70,1.79257
True,9,71,1.79257
True,9,72,1.79257
True,9,73,1.79257
True,9,74,1.79257
True,9,75,1.79257
True,9,76,1.79257
True,9,77,1.79257
True,9,78,1.79257
True,9,79,1.79257
True,9,80,1.79257
True,9,81,1.79257
True,9,82,1.79257
True,9,83,1.79257
True,9,84,1.79257
True,9,85,1.79257
True,9,86,1.79257
True,9,87,1.79257
True,9,88,1.79257
True,9,89,1.79257
True,9,90,1.79257
True,9,91,1.79257
True,9,92,1.79257
True,9,93,1.79257
True,9,94,1.79257
True,9,95,1.79257
True,9,96,1.79257
True,9,97,1.79257
True,9,98,1.79257
True,9,99,1.79257
True,9,100,1.79257
True,10,1,1.304
True,10,2,1.3480400000000001
True,10,3,1.3480400000000001
True,10,4,1.3699
True,10,5,1.3806699999999998
True,10,6,1.46067
True,10,7,1.46067
True,10,8,1.46067
True,10,9,1.5154299999999998
True,10,10,1.5154299999999998
True,10,11,1.5154299999999998
True,10,12,1.5154299999999998
True,10,13,1.5154299999999998
True,10,14,1.53233
True,10,15,1.53233
True,10,16,1.5549600000000001
True,10,17,1.5549600000000001
True,10,18,1.56638
True,10,19,1.56638
True,10,20,1.56638
True,10,21,1.56638
True,10,22,1.5749600000000001
True,10,23,1.5749600000000001
True,10,24,1.5749600000000001
True,10,25,1.5749600000000001
True,10,26,1.5749600000000001
True,10,27,1.5749600000000001
True,10,28,1.5749600000000001
True,10,29,1.5749600000000001
True,10,30,1.5749600000000001
True,10,31,1.5749600000000001
True,10,32,1.5856700000000001
True,10,33,1.5856700000000001
True,10,34,1.5856700000000001
True,10,35,1.5856700000000001
True,10,36,1.5856700000000001
True,10,37,1.5856700000000001
True,10,38,1.5856700000000001
True,10,39,1.5856700000000001
True,10,40,1.5856700000000001
True,10,41,1.5856700000000001
True,10,42,1.5856700000000001
True,10,43,1.5856700000000001
True,10,44,1.5856700000000001
True,10,45,1.629
True,10,46,1.629
True,10,47,1.629
True,10,48,1.629
True,10,49,1.63829
True,10,50,1.63829
True,10,51,1.63829
True,10,52,1.63829
True,10,53,1.63829
True,10,54,1.63829
True,10,55,1.63829
True,10,56,1.63829
True,10,57,1.63829
True,10,58,1.63829
True,10,59,1.63829
True,10,60,1.63829
True,10,61,1.63829
True,10,62,1.63829
True,10,63,1.63829
True,10,64,1.63829
True,10,65,1.65138
True,10,66,1.65138
True,10,67,1.65138
True,10,68,1.65138
True,10,69,1.65138
True,10,70,1.65138
True,10,71,1.6518599999999999
True,10,72,1.664
True,10,73,1.664
True,10,74,1.67543
True,10,75,1.67543
True,10,76,1.67543
True,10,77,1.67543
True,10,78,1.67543
True,10,79,1.67543
True,10,80,1.67543
True,10,81,1.68114
True,10,82,1.68114
True,10,83,1.68114
True,10,84,1.68114
True,10,85,1.68114
True,10,86,1.68114
True,10,87,1.68114
True,10,88,1.6882899999999998
True,10,89,1.6882899999999998
True,10,90,1.6882899999999998
True,10,91,1.6882899999999998
True,10,92,1.6882899999999998
True,10,93,1.6882899999999998
True,10,94,1.709
True,10,95,1.709
True,10,96,1.71471
True,10,97,1.71471
True,10,98,1.71471
True,10,99,1.71471
True,10,100,1.71471
True,11,1,1.3075700000000001
True,11,2,1.32319
True,11,3,1.3330400000000002
True,11,4,1.36067
True,11,5,1.4140000000000001
True,11,6,1.4140000000000001
True,11,7,1.4578100000000003
True,11,8,1.4685700000000002
True,11,9,1.4685700000000002
True,11,10,1.4756700000000003
True,11,11,1.4756700000000003
True,11,12,1.4756700000000003
True,11,13,1.47614
True,11,14,1.47614
True,11,15,1.5333299999999999
True,11,16,1.5469
True,11,17,1.5469
True,11,18,1.57024
True,11,19,1.57881
True,11,20,1.5863800000000001
True,11,21,1.5863800000000001
True,11,22,1.5863800000000001
True,11,23,1.5863800000000001
True,11,24,1.5863800000000001
True,11,25,1.5863800000000001
True,11,26,1.5863800000000001
True,11,27,1.5863800000000001
True,11,28,1.5863800000000001
True,11,29,1.5863800000000001
True,11,30,1.5863800000000001
True,11,31,1.5863800000000001
True,11,32,1.5863800000000001
True,11,33,1.5863800000000001
True,11,34,1.5863800000000001
True,11,35,1.5863800000000001
True,11,36,1.5863800000000001
True,11,37,1.5863800000000001
True,11,38,1.5863800000000001
True,11,39,1.5863800000000001
True,11,40,1.5863800000000001
True,11,41,1.5863800000000001
True,11,42,1.5863800000000001
True,11,43,1.5863800000000001
True,11,44,1.5863800000000001
True,11,45,1.5863800000000001
True,11,46,1.5863800000000001
True,11,47,1.5863800000000001
True,11,48,1.5863800000000001
True,11,49,1.5863800000000001
True,11,50,1.5863800000000001
True,11,51,1.5863800000000001
True,11,52,1.5863800000000001
True,11,53,1.5863800000000001
True,11,54,1.5863800000000001
True,11,55,1.5863800000000001
True,11,56,1.5863800000000001
True,11,57,1.5863800000000001
True,11,58,1.5863800000000001
True,11,59,1.5863800000000001
True,11,60,1.5863800000000001
True,11,61,1.5863800000000001
True,11,62,1.5863800000000001
True,11,63,1.5863800000000001
True,11,64,1.6125700000000003
True,11,65,1.6125700000000003
True,11,66,1.6125700000000003
True,11,67,1.6125700000000003
True,11,68,1.6125700000000003
True,11,69,1.6125700000000003
True,11,70,1.63143
True,11,71,1.63143
True,11,72,1.63143
True,11,73,1.63143
True,11,74,1.63143
True,11,75,1.63143
True,11,76,1.63143
True,11,77,1.63143
True,11,78,1.63143
True,11,79,1.63143
True,11,80,1.63143
True,11,81,1.64343
True,11,82,1.64343
True,11,83,1.67929
True,11,84,1.67929
True,11,85,1.67929
True,11,86,1.67929
True,11,87,1.67929
True,11,88,1.67929
True,11,89,1.67929
True,11,90,1.67929
True,11,91,1.67929
True,11,92,1.67929
True,11,93,1.67929
True,11,94,1.67929
True,11,95,1.67929
True,11,96,1.67929
True,11,97,1.67929
True,11,98,1.67929
True,11,99,1.67929
True,11,100,1.67929
True,12,1,1.2987600000000001
True,12,2,1.30257
True,12,3,1.31019
True,12,4,1.3201900000000002
True,12,5,1.3532899999999999
True,12,6,1.3926699999999999
True,12,7,1.40886
True,12,8,1.40886
True,12,9,1.40886
True,12,10,1.4988599999999999
True,12,11,1.4988599999999999
True,12,12,1.4988599999999999
True,12,13,1.4991
True,12,14,1.50981
True,12,15,1.5569600000000001
True,12,16,1.5569600000000001
True,12,17,1.5569600000000001
True,12,18,1.56438
True,12,19,1.5945699999999998
True,12,20,1.5945699999999998
True,12,21,1.5945699999999998
True,12,22,1.5945699999999998
True,12,23,1.61743
True,12,24,1.61743
True,12,25,1.61743
True,12,26,1.61743
True,12,27,1.62886
True,12,28,1.62886
True,12,29,1.62886
True,12,30,1.62886
True,12,31,1.62886
True,12,32,1.62886
True,12,33,1.6302899999999998
True,12,34,1.6302899999999998
True,12,35,1.6302899999999998
True,12,36,1.6302899999999998
True,12,37,1.6302899999999998
True,12,38,1.6302899999999998
True,12,39,1.6302899999999998
True,12,40,1.6302899999999998
True,12,41,1.6302899999999998
True,12,42,1.6302899999999998
True,12,43,1.6402899999999998
True,12,44,1.6402899999999998
True,12,45,1.6402899999999998
True,12,46,1.6402899999999998
True,12,47,1.6402899999999998
